"","Drill bit","Mean Thrust","Mean Torque","Degradation","Max Thrust","Max Torque","Area","Correlation","RUL"
"280","d7h17","292.526875336323","19.7017955156951","0.0449234488315874","516.74","35.238","4170.22176306497","0.919061929686023","4"
"281","d7h18","292.786683333333","20.0395886403509","0.0459307010475423","541.53","37.565","4915.98344853497","0.906749904993088","3"
"282","d7h19","292.251680932203","20.2434864830508","0.0475423045930701","542.99","39.228","4898.41449531005","0.926922444339211","2"
"283","d7h2","218.754156","14.3849748888889","0.0453263497179694","379.03","29.919","5368.65252611297","0.785035488403121","19"
"284","d7h20","312.318482478632","21.9508341880342","0.0471394037066882","561.95","39.56","5313.20613175491","0.916971369940238","1"
"285","d7h21","230.794010619469","32.5847880530973","0.0910556003223207","649.17","67.485","21346.7823129559","0.405580711320846","0"
"286","d7h3","240.979169767442","15.8085893953488","0.0433118452860596","410.97","28.922","4808.79043075902","0.823074841066141","18"
"287","d7h4","232.729822429907","15.7628099065421","0.0431103948428687","388.63","28.257","4373.65206773096","0.855812623468921","17"
"288","d7h5","240.898333333333","16.3160077934272","0.0429089443996777","420.94","28.257","4610.81755260099","0.854151120510216","16"
"289","d7h6","245.154327314815","16.7250398611111","0.0435132957292506","426.64","30.917","4603.34904199652","0.87621403879657","15"
"290","d7h7","242.70302","16.5418285","0.0443190975020145","442.3","30.252","5024.66891700891","0.867695091891413","14"
"291","d7h8","243.579687671233","16.8040476255708","0.0441176470588235","435.18","31.582","4413.86857411906","0.880624421740442","13"
"292","d7h9","252.457474311927","16.8567471100917","0.0439161966156326","447.99","30.917","4348.23667220352","0.891505501013446","12"
"293","d8h1","261.343094634146","13.8537370243902","0.046233649075327","438.03","28.59","5217.62238362699","0.755596698159482","18"
"294","d8h10","265.822338495575","15.3083427876106","0.0509697789806044","476.47","28.257","5085.86769543355","0.867758365690454","9"
"295","d8h11","274.123181057269","16.10347969163","0.0511953089760938","485.01","30.252","5079.75228317699","0.874888489831878","8"
"296","d8h12","289.502251965066","17.1198223144105","0.0516463689670726","519.65","31.914","5081.43161568453","0.900739159759131","7"
"297","d8h13","284.07487008547","17.3720204700855","0.0527740189445196","534.24","33.909","5343.70940321451","0.895214989355706","6"
"298","d8h14","288.033772995781","17.6122138818565","0.0534506089309878","547.37","35.571","5630.68444593251","0.902483276762135","5"
"299","d8h15","284.935079079498","17.4745355230126","0.0539016689219666","542.99","33.576","5153.5902166036","0.917530224786103","4"
"300","d8h16","295.443457142857","18.3860468907563","0.0536761389264772","561.95","34.574","5533.42607316049","0.906965401103037","3"
"301","d8h17","294.700035564854","18.7514655230126","0.0539016689219666","537.16","35.903","5868.08007196803","0.908773551109807","2"
"302","d8h18","295.925029803922","20.0649091372549","0.057510148849797","566.33","38.895","7326.55785584438","0.859645952222622","1"
"303","d8h19","493.335028255528","44.0238944471744","0.0917907081641858","770.32","88.428","28518.9660254521","0.710602490343849","0"
"304","d8h2","264.871313333333","14.5781933333333","0.047361299052774","450.84","30.252","5228.47684321599","0.815521219247907","17"
"305","d8h3","271.665134975369","14.7828258128079","0.0457825890843482","447.99","26.595","5072.22656033799","0.815129038325666","16"
"306","d8h4","271.506923333333","14.8077502857143","0.047361299052774","460.81","27.592","5039.05304008746","0.835589506559332","15"
"307","d8h5","261.500449771689","14.4800626484018","0.0493910690121786","452.27","27.26","5173.64243211946","0.853305788758593","14"
"308","d8h6","262.589921962617","14.6366146261682","0.0482634190347316","452.27","28.257","5136.95377257199","0.842443084702748","13"
"309","d8h7","262.824609090909","14.8197498564593","0.0471357690572846","440.87","28.59","5222.06723552395","0.814725796269403","12"
"310","d8h8","255.448389767442","14.6164293953488","0.048488949030221","443.72","27.925","4875.77227914252","0.849148256943768","11"
"311","d8h9","263.797806422018","15.1731854587156","0.0491655390166892","465.08","28.257","4882.78897022502","0.865052122086886","10"
"312","d9h1","233.980880319149","16.2452475531915","0.0387708805939369","357.09","30.917","3930.62374524999","0.808702474064741","22"
"313","d9h10","256.703444278607","18.9258137313433","0.04145184574139","438.03","33.244","3653.72172896995","0.909062765205238","13"
"314","d9h11","259.924929292929","19.6507668181818","0.0408331614765931","423.79","33.909","3486.57457228005","0.91396968951903","12"
"315","d9h12","255.277327941176","19.3873329901961","0.0420705300061868","423.79","34.574","3850.17407416005","0.910897971767383","11"
"316","d9h13","265.140132195122","20.0662728292683","0.0422767580944525","450.84","35.903","3760.64908152004","0.927534950438833","10"
"317","d9h14","274.398611848341","20.5481481042654","0.0435141266240462","475.05","36.236","3502.75278511608","0.938566416154625","9"
"318","d9h15","279.691806220096","21.035853923445","0.043101670447515","473.62","36.901","3312.73010845005","0.938762007443641","8"
